ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0072073	kidney epithelium development	15/188	146/18903	1.78753835772352e-11	3.52991785167298e-09	2.38272425965806e-09	PTCH1/NOTCH1/FGFR2/PBX1/HNF1B/GREB1L/GATA3/NPHS1/DCHS1/PKD1/SMAD6/WNT6/AGT/SOX9/BMP7	15
GO:0001823	mesonephros development	13/188	102/18903	2.65209126041371e-11	4.97532320453611e-09	3.35838503818704e-09	PTCH1/FGFR2/PBX1/HNF1B/GREB1L/GATA3/DCHS1/PKD1/SMAD6/WNT6/AGT/SOX9/BMP7	13
GO:0001841	neural tube formation	13/188	106/18903	4.359007150345e-11	7.78809277528306e-09	5.25702817229577e-09	LIAS/PTCH1/KAT2A/SALL4/MKS1/PRKACB/STIL/IFT122/PLXNB2/FZD6/APAF1/BBS4/BMP7	13
GO:0048754	branching morphogenesis of an epithelial tube	15/188	157/18903	5.10005026695653e-11	8.69790390982769e-09	5.87115834559685e-09	PTCH1/NOTCH1/FGFR2/MKS1/PBX1/HNF1B/GREB1L/FOXF1/PKHD1/DCHS1/PKD1/WNT6/AGT/SOX9/BMP7	15
GO:0007389	pattern specification process	24/188	472/18903	5.81411970084892e-11	9.48459874677616e-09	6.40218398180435e-09	OTX2/BPTF/PTCH1/KAT2A/LDB1/NOTCH1/POGLUT1/FGFR2/MKS1/PBX1/HNF1B/FOXF1/PRKACB/STIL/DYNC2H1/DCHS1/GATA4/SMAD6/PRKDC/WNT6/TTC21B/BBS4/OFD1/BMP7	24
GO:0001843	neural tube closure	12/188	92/18903	1.19408573837383e-10	1.84982528583775e-08	1.24864763711302e-08	LIAS/PTCH1/KAT2A/SALL4/MKS1/PRKACB/STIL/IFT122/PLXNB2/FZD6/APAF1/BBS4	12
GO:0003205	cardiac chamber development	15/188	167/18903	1.23255949216268e-10	1.84982528583775e-08	1.24864763711302e-08	NOTCH1/SALL4/FGFR2/MKS1/GREB1L/RYR2/FOXF1/GATA3/SCN5A/CHD7/GATA4/SMAD6/MYBPC3/ADAMTS1/BMP7	15
GO:0060606	tube closure	12/188	93/18903	1.35920177954438e-10	1.96143272186558e-08	1.32398359578291e-08	LIAS/PTCH1/KAT2A/SALL4/MKS1/PRKACB/STIL/IFT122/PLXNB2/FZD6/APAF1/BBS4	12
GO:0001763	morphogenesis of a branching structure	16/188	203/18903	2.06617407533944e-10	2.87121671506429e-08	1.93809544844706e-08	PTCH1/NOTCH1/FGFR2/MKS1/PBX1/HNF1B/GREB1L/FOXF1/PKHD1/DCHS1/PKD1/RERE/WNT6/AGT/SOX9/BMP7	16
GO:0001657	ureteric bud development	12/188	97/18903	2.24693485693843e-10	2.90706882180448e-08	1.96229592224823e-08	PTCH1/FGFR2/PBX1/HNF1B/GREB1L/GATA3/DCHS1/SMAD6/WNT6/AGT/SOX9/BMP7	12
GO:0060993	kidney morphogenesis	12/188	97/18903	2.24693485693843e-10	2.90706882180448e-08	1.96229592224823e-08	PTCH1/PBX1/HNF1B/GREB1L/GATA3/FRAS1/DCHS1/PKD1/WNT6/AGT/SOX9/BMP7	12
GO:0072028	nephron morphogenesis	11/188	80/18903	4.0512426922353e-10	5.06675419375562e-08	3.42010172544496e-08	PTCH1/PBX1/HNF1B/GREB1L/GATA3/DCHS1/PKD1/WNT6/AGT/SOX9/BMP7	11
GO:0061138	morphogenesis of a branching epithelium	15/188	188/18903	6.54473281844012e-10	7.92123791444753e-08	5.34690226185634e-08	PTCH1/NOTCH1/FGFR2/MKS1/PBX1/HNF1B/GREB1L/FOXF1/PKHD1/DCHS1/PKD1/WNT6/AGT/SOX9/BMP7	15
GO:0072009	nephron epithelium development	12/188	116/18903	1.8400132084252e-09	2.15741548687854e-07	1.4562736116681e-07	PTCH1/NOTCH1/PBX1/HNF1B/GREB1L/GATA3/NPHS1/DCHS1/PKD1/WNT6/AGT/SOX9	12
GO:0001503	ossification	21/188	429/18903	1.97965265655794e-09	2.25080508103194e-07	1.51931237374112e-07	NF1/PTCH1/NOTCH1/FGFR2/PBX1/NIPBL/PTPN11/COL2A1/COL1A1/ALOX15/DCHS1/FGFR3/SMAD6/RYR1/ALPL/SOX9/COL1A2/CDH11/MMP9/TNC/BMP7	21
GO:0030326	embryonic limb morphogenesis	12/188	118/18903	2.24334602845341e-09	2.40486694250206e-07	1.62330542690493e-07	CREBBP/PTCH1/NOTCH1/SALL4/MKS1/PBX1/NIPBL/FRAS1/DYNC2H1/CHD7/FZD6/BMP7	12
GO:0035113	embryonic appendage morphogenesis	12/188	118/18903	2.24334602845341e-09	2.40486694250206e-07	1.62330542690493e-07	CREBBP/PTCH1/NOTCH1/SALL4/MKS1/PBX1/NIPBL/FRAS1/DYNC2H1/CHD7/FZD6/BMP7	12
GO:0072080	nephron tubule development	11/188	96/18903	2.97076734318052e-09	3.09619974211481e-07	2.08996088529016e-07	PTCH1/NOTCH1/PBX1/HNF1B/GREB1L/GATA3/DCHS1/PKD1/WNT6/AGT/SOX9	11
GO:0072078	nephron tubule morphogenesis	10/188	75/18903	3.52736727879096e-09	3.57694108919559e-07	2.4144653407599e-07	PTCH1/PBX1/HNF1B/GREB1L/GATA3/DCHS1/PKD1/WNT6/AGT/SOX9	10
GO:0072006	nephron development	13/188	152/18903	4.0312921387034e-09	3.98037055379346e-07	2.68678362485329e-07	PTCH1/NOTCH1/PBX1/HNF1B/GREB1L/GATA3/NPHS1/DCHS1/PKD1/WNT6/AGT/SOX9/BMP7	13
GO:0061326	renal tubule development	11/188	99/18903	4.13788353670241e-09	3.98085616146345e-07	2.68711141411768e-07	PTCH1/NOTCH1/PBX1/HNF1B/GREB1L/GATA3/DCHS1/PKD1/WNT6/AGT/SOX9	11
GO:0072088	nephron epithelium morphogenesis	10/188	77/18903	4.58857656418649e-09	4.26826673715621e-07	2.88111597171974e-07	PTCH1/PBX1/HNF1B/GREB1L/GATA3/DCHS1/PKD1/WNT6/AGT/SOX9	10
GO:0003206	cardiac chamber morphogenesis	12/188	126/18903	4.7779105266674e-09	4.26826673715621e-07	2.88111597171974e-07	NOTCH1/FGFR2/MKS1/RYR2/FOXF1/GATA3/CHD7/GATA4/SMAD6/MYBPC3/ADAMTS1/BMP7	12
GO:0003231	cardiac ventricle development	12/188	126/18903	4.7779105266674e-09	4.26826673715621e-07	2.88111597171974e-07	NOTCH1/SALL4/FGFR2/GREB1L/RYR2/FOXF1/GATA3/SCN5A/CHD7/GATA4/SMAD6/MYBPC3	12
GO:0061333	renal tubule morphogenesis	10/188	79/18903	5.92357447537288e-09	5.16866312362769e-07	3.48889111083162e-07	PTCH1/PBX1/HNF1B/GREB1L/GATA3/DCHS1/PKD1/WNT6/AGT/SOX9	10
GO:0060537	muscle tissue development	20/188	422/18903	8.49632648606272e-09	7.24504931266075e-07	4.89046926446576e-07	NF1/PTCH1/KAT2A/NOTCH1/POGLUT1/FGFR2/NEB/RYR2/ACTA1/SCN5A/NPHS1/CHD7/GATA4/RYR1/CHRNA1/MYBPC3/AGT/KLHL41/SOX9/BMP7	20
GO:0030900	forebrain development	19/188	383/18903	9.82831965081457e-09	8.19463451774584e-07	5.53144727014266e-07	OTX2/NF1/RAPGEF2/KAT2A/KDM1A/NOTCH1/FGFR2/NDE1/STIL/SCN5A/DYNC2H1/NEFL/CHD7/FOXP2/KIF14/APAF1/TTC21B/BBS4/CDH1	19
GO:0008589	regulation of smoothened signaling pathway	10/188	84/18903	1.08753715170335e-08	8.87052041998039e-07	5.9876759427878e-07	OTX2/CREBBP/PTCH1/GAS1/FGFR2/MKS1/PRKACB/DYNC2H1/IFT122/TTC21B	10
GO:0001701	in utero embryonic development	19/188	393/18903	1.48878323908906e-08	1.18849249214088e-06	8.02242435217978e-07	INTS1/BPTF/PTCH1/TRIM28/ZNF568/KAT2A/NOTCH1/SALL4/FGFR2/HNF1B/SMARCB1/FOXF1/GATA3/STIL/CHD7/PKD1/EPAS1/BMP7/NCOA1	19
GO:0060675	ureteric bud morphogenesis	9/188	66/18903	1.78509889336631e-08	1.395352301648e-06	9.41874547684064e-07	PTCH1/PBX1/HNF1B/GREB1L/GATA3/DCHS1/WNT6/AGT/SOX9	9
GO:0072171	mesonephric tubule morphogenesis	9/188	67/18903	2.04455711192439e-08	1.56554658855924e-06	1.05675712380023e-06	PTCH1/PBX1/HNF1B/GREB1L/GATA3/DCHS1/WNT6/AGT/SOX9	9
GO:0007224	smoothened signaling pathway	12/188	144/18903	2.17694563277695e-08	1.60228422335056e-06	1.08155533648902e-06	OTX2/CREBBP/PTCH1/GAS1/FGFR2/MKS1/FOXF1/PRKACB/STIL/DYNC2H1/IFT122/TTC21B	12
GO:0003002	regionalization	18/188	360/18903	2.17794497310444e-08	1.60228422335056e-06	1.08155533648902e-06	OTX2/BPTF/PTCH1/KAT2A/LDB1/NOTCH1/POGLUT1/FGFR2/MKS1/PBX1/HNF1B/FOXF1/PRKACB/DYNC2H1/GATA4/SMAD6/PRKDC/TTC21B	18
GO:0019827	stem cell population maintenance	13/188	177/18903	2.53802978446422e-08	1.83128610602111e-06	1.23613353470059e-06	KAT2A/LDB1/NOTCH1/SALL4/SRRT/HNF1B/ARID1A/NIPBL/SMARCB1/RAF1/DIS3L2/SOX9/BMP7	13
GO:0001656	metanephros development	10/188	92/18903	2.65171658738541e-08	1.8772152143151e-06	1.26713606936431e-06	NF1/PTCH1/HNF1B/NIPBL/GREB1L/GATA3/FRAS1/PKD1/SOX9/BMP7	10
GO:0098727	maintenance of cell number	13/188	181/18903	3.31202747408614e-08	2.30124575606874e-06	1.55336025392812e-06	KAT2A/LDB1/NOTCH1/SALL4/SRRT/HNF1B/ARID1A/NIPBL/SMARCB1/RAF1/DIS3L2/SOX9/BMP7	13
GO:0048608	reproductive structure development	16/188	306/18903	7.42170597994694e-08	5.06295287941108e-06	3.41753580626839e-06	PTCH1/NOTCH1/FGFR2/EIF2B2/NIPBL/GREB1L/PTPN11/GATA3/CHD7/PKD1/GATA4/SOX9/ADAMTS1/TNC/BMP7/TLR3	16
GO:0061458	reproductive system development	16/188	310/18903	8.87161565034917e-08	5.94398248573394e-06	4.01223820577822e-06	PTCH1/NOTCH1/FGFR2/EIF2B2/NIPBL/GREB1L/PTPN11/GATA3/CHD7/PKD1/GATA4/SOX9/ADAMTS1/TNC/BMP7/TLR3	16
GO:0061448	connective tissue development	15/188	274/18903	1.06288147153747e-07	6.99637066878702e-06	4.72260908683132e-06	KAT2A/NOTCH1/PTPN11/COL2A1/COL1A1/PKD1/FGFR3/COL11A2/BBS4/HRAS/PIK3CA/AMER1/SOX9/BMP7/NCOA1	15
GO:0001658	branching involved in ureteric bud morphogenesis	8/188	60/18903	1.35632942723492e-07	8.77404829480246e-06	5.9225564463289e-06	PTCH1/PBX1/HNF1B/GREB1L/DCHS1/WNT6/AGT/SOX9	8
GO:0016055	Wnt signaling pathway	19/188	456/18903	1.55112262024199e-07	9.86408825618299e-06	6.65834259465163e-06	RAC1/LDB1/NOTCH1/DLX3/FGFR2/MKS1/MDFIC/HNF1B/DDX3X/GATA3/COL1A1/PKD1/MACF1/FZD6/WNT6/INVS/TTC21B/AMER1/SOX9	19
GO:0198738	cell-cell signaling by wnt	19/188	458/18903	1.65956364845655e-07	1.03778046816816e-05	7.00510550559029e-06	RAC1/LDB1/NOTCH1/DLX3/FGFR2/MKS1/MDFIC/HNF1B/DDX3X/GATA3/COL1A1/PKD1/MACF1/FZD6/WNT6/INVS/TTC21B/AMER1/SOX9	19
GO:0006338	chromatin remodeling	17/188	373/18903	2.0591280260945e-07	1.26653251703387e-05	8.54920108849591e-06	BPTF/TRIM28/KAT2A/KDM1A/ARID1B/KMT2D/ARID1A/SMARCB1/MECOM/GATA3/CHD7/SMARCC2/RERE/NAP1L1/FOXP3/PIK3CA/SOX9	17
GO:0071214	cellular response to abiotic stimulus	16/188	335/18903	2.5469010737696e-07	1.51682108393389e-05	1.0238669980768e-05	CREBBP/HSF1/KDM1A/NIPBL/DDX3X/GATA3/PIEZO1/COL1A1/SMPD1/CASP9/AGT/HRAS/PIK3CA/SOX9/MMP9/TLR3	16
GO:0104004	cellular response to environmental stimulus	16/188	335/18903	2.5469010737696e-07	1.51682108393389e-05	1.0238669980768e-05	CREBBP/HSF1/KDM1A/NIPBL/DDX3X/GATA3/PIEZO1/COL1A1/SMPD1/CASP9/AGT/HRAS/PIK3CA/SOX9/MMP9/TLR3	16
GO:0048562	embryonic organ morphogenesis	15/188	294/18903	2.64266824270613e-07	1.53036519070033e-05	1.03300938413898e-05	NOTCH1/FGFR2/HNF1B/NIPBL/RYR2/FOXF1/GATA3/COL2A1/STIL/CHD7/GATA4/FZD6/BBS4/SOX9/BMP7	15
GO:0051604	protein maturation	16/188	336/18903	2.65121901373991e-07	1.53036519070033e-05	1.03300938413898e-05	LIAS/CREBBP/PTCH1/GAS1/DNAJB11/PRKACB/DYNC2H1/F11/ATP7B/ECEL1/APAF1/CASP9/FGA/NLRP7/FLNA/THBD	16
GO:0048732	gland development	18/188	441/18903	4.52525134101566e-07	2.57253682295314e-05	1.73648400741366e-05	NF1/PTCH1/NOTCH1/FGFR2/PBX1/HNF1B/SMARCB1/RAF1/MAP2K2/FOXF1/GATA3/PKD1/ATP7B/PIK3CA/SOX9/CDH1/TNC/BMP7	18
GO:0042060	wound healing	18/188	442/18903	4.67677301187789e-07	2.61899288665162e-05	1.76784224141056e-05	SCARB1/NF1/FGFR2/ABCC8/RAF1/COL1A1/ALOX15/GATA4/SMPD1/F11/MACF1/FZD6/FGA/HRAS/PIK3CA/FLNA/THBD/F5	18
GO:0003208	cardiac ventricle morphogenesis	8/188	71/18903	5.13793900531233e-07	2.83493340410763e-05	1.91360390817051e-05	NOTCH1/FGFR2/RYR2/FOXF1/GATA3/CHD7/GATA4/MYBPC3	8
GO:0060324	face development	7/188	51/18903	6.88471467915134e-07	3.74368832988056e-05	2.52702113166104e-05	NIPBL/RAF1/MAP2K2/PTPN11/COL1A1/CHD7/BBS4	7
GO:0030198	extracellular matrix organization	15/188	318/18903	7.16444756749291e-07	3.8401438961762e-05	2.59212945073503e-05	NF1/NOTCH1/ADAMTSL2/FOXF1/COL2A1/COL1A1/POMT1/NPHS1/MMP10/COL11A2/AGT/SOX9/COL1A2/MMP9/ADAMTS1	15
GO:0043062	extracellular structure organization	15/188	319/18903	7.45321343210463e-07	3.93865588693754e-05	2.65862587363139e-05	NF1/NOTCH1/ADAMTSL2/FOXF1/COL2A1/COL1A1/POMT1/NPHS1/MMP10/COL11A2/AGT/SOX9/COL1A2/MMP9/ADAMTS1	15
GO:0045229	external encapsulating structure organization	15/188	321/18903	8.06240809629002e-07	4.20141044128891e-05	2.83598740930903e-05	NF1/NOTCH1/ADAMTSL2/FOXF1/COL2A1/COL1A1/POMT1/NPHS1/MMP10/COL11A2/AGT/SOX9/COL1A2/MMP9/ADAMTS1	15
GO:0003279	cardiac septum development	9/188	107/18903	1.21866002732274e-06	6.19262700268934e-05	4.18007534745555e-05	NOTCH1/SALL4/FGFR2/MKS1/GATA3/CHD7/GATA4/SMAD6/BMP7	9
GO:0050767	regulation of neurogenesis	16/188	377/18903	1.22136033635131e-06	6.19262700268934e-05	4.18007534745555e-05	NF1/RAPGEF2/RGS14/KDM1A/NOTCH1/SRRT/DNAJB11/ABCC8/MAP2K2/NEFL/CHD7/MACF1/NAP1L1/PLXNB2/CDH1/BMP7	16
GO:0009612	response to mechanical stimulus	12/188	211/18903	1.39348945459576e-06	6.9711632448577e-05	4.70559386351914e-05	PTCH1/RAF1/RYR2/ACTA1/PIEZO1/COL1A1/PKD1/GATA4/AGT/PIK3CA/SOX9/TLR3	12
GO:0045785	positive regulation of cell adhesion	18/188	484/18903	1.719019710404e-06	8.48652888609973e-05	5.72847842552911e-05	RAC1/LDB1/ARID1B/ARID1A/SMARCB1/PTPN11/FOXF1/GATA3/PIEZO1/ALOX15/PIK3R2/SMARCC2/FOXP3/FGA/PIK3CA/FLNA/BMP7/CR1	18
GO:0061008	hepaticobiliary system development	10/188	144/18903	1.8070342427595e-06	8.80518503744629e-05	5.94357400967786e-05	NF1/PTCH1/NOTCH1/MKS1/HNF1B/NIPBL/SMARCB1/PKD1/PIK3CA/SOX9	10
GO:0061564	axon development	18/188	490/18903	2.0454340364196e-06	9.83906218544403e-05	6.64144978626931e-05	RAC1/OTX2/PTCH1/NOTCH1/FGFR2/MAP2K2/PTPN11/USP9X/GATA3/NEFL/AUTS2/MACF1/PLXNB2/FLNA/CDH1/CDH11/TNC/BMP7	18
GO:0061351	neural precursor cell proliferation	10/188	149/18903	2.46243870506661e-06	0.000115584639849381	7.80206047238272e-05	NF1/KDM1A/NOTCH1/FGFR2/NDE1/RERE/KIF14/NAP1L1/PLXNB2/FZD6	10
GO:0001892	embryonic placenta development	8/188	87/18903	2.46449125478424e-06	0.000115584639849381	7.80206047238272e-05	BPTF/TRIM28/ZNF568/FGFR2/PKD1/EPAS1/BMP7/NCOA1	8
GO:0010720	positive regulation of cell development	14/188	307/18903	2.52659597152406e-06	0.000115854814154936	7.82029746540161e-05	RAC1/RGS14/KDM1A/NOTCH1/CDH5/SRRT/MAP2K2/NEFL/PRKDC/MACF1/NAP1L1/PLXNB2/FGA/FLNA	14
GO:0031346	positive regulation of cell projection organization	15/188	352/18903	2.53200819848207e-06	0.000115854814154936	7.82029746540161e-05	RAC1/RAPGEF2/KAT2A/KDM1A/MAP2K2/NEFL/AUTS2/MACF1/PLXNB2/AGT/BBS4/HRAS/PIK3CA/FLNA/BMP7	15
GO:0030902	hindbrain development	10/188	153/18903	3.12694156766565e-06	0.000141325595825003	9.53959666577703e-05	KAT2A/LDB1/HNF1B/PTPN11/ARCN1/SCN5A/RERE/KIF14/TTC21B/BMP7	10
GO:0060485	mesenchyme development	14/188	313/18903	3.16400587667916e-06	0.000141325595825003	9.53959666577703e-05	TRIM28/NOTCH1/POGLUT1/FGFR2/FOXF1/ACTA1/GATA3/COL1A1/DCHS1/GATA4/FLNA/AMER1/SOX9/BMP7	14
GO:0051960	regulation of nervous system development	17/188	456/18903	3.27286032977397e-06	0.000144467905380141	9.75170520549372e-05	NF1/RAPGEF2/RGS14/KDM1A/NOTCH1/SRRT/DNAJB11/ABCC8/MAP2K2/NEFL/CHD7/MACF1/KIF14/NAP1L1/PLXNB2/CDH1/BMP7	17
GO:0043254	regulation of protein-containing complex assembly	16/188	410/18903	3.60881263034249e-06	0.000157444941733082	0.000106276660815227	RAC1/HSF1/CDH5/RAF1/PTPN11/DDX3X/TRAPPC12/PIEZO1/ALOX15/NPHS1/PIK3R2/SMAD6/KIF14/BBS4/SOX9/TRAF3IP1	16
GO:0060348	bone development	12/188	233/18903	3.90773185229656e-06	0.000168526550687548	0.000113756840128561	KAT2A/FGFR2/PTPN11/COL2A1/COL1A1/DCHS1/FGFR3/RYR1/ALPL/FLNA/AMER1/SOX9	12
GO:0031589	cell-substrate adhesion	15/188	369/18903	4.4977461621044e-06	0.000190670387591506	0.000128704116413748	RAC1/NF1/LDB1/NOTCH1/FOXF1/PKHD1/COL1A1/ALOX15/PKD1/SMAD6/MACF1/KIF14/THSD1/FGA/FLNA	15
GO:0035019	somatic stem cell population maintenance	7/188	67/18903	4.52283168860449e-06	0.000190670387591506	0.000128704116413748	LDB1/SALL4/HNF1B/NIPBL/RAF1/SOX9/BMP7	7
GO:0060669	embryonic placenta morphogenesis	5/188	26/18903	5.12174167755988e-06	0.000211173349167084	0.000142543788041748	TRIM28/ZNF568/FGFR2/BMP7/NCOA1	5
GO:0060740	prostate gland epithelium morphogenesis	5/188	26/18903	5.12174167755988e-06	0.000211173349167084	0.000142543788041748	NOTCH1/FGFR2/SOX9/TNC/BMP7	5
GO:0090130	tissue migration	15/188	374/18903	5.29161066113785e-06	0.000215805686962926	0.000145670655042307	RAC1/SCARB1/NF1/NOTCH1/CDH5/PTPN11/FOXF1/ACTA1/GATA3/MACF1/KRIT1/AGT/PIK3CA/SOX9/MMP9	15
GO:0021680	cerebellar Purkinje cell layer development	5/188	27/18903	6.23525393142009e-06	0.000251555620975142	0.000169802161392153	LDB1/ARCN1/RERE/KIF14/TTC21B	5
GO:0060249	anatomical structure homeostasis	14/188	333/18903	6.45006214908901e-06	0.000257453544504063	0.000173783309414425	NF1/LDB1/NOTCH1/CDH5/MKS1/ABCC8/PTPN11/COL2A1/BBS12/ATP2A2/CHRNA1/EPAS1/BBS4/SOX9	14
GO:0048565	digestive tract development	9/188	132/18903	6.96905477234511e-06	0.000275240984271988	0.000185789980966896	NOTCH1/FGFR2/HNF1B/NIPBL/FOXF1/DCHS1/PKD1/GATA4/SOX9	9
GO:0032386	regulation of intracellular transport	14/188	336/18903	7.14370184691488e-06	0.000279199680516923	0.000188462134250846	NF1/TRIM28/GAS1/MDFIC/B3GAT3/HUWE1/MAP2K2/PTPN11/PIK3R2/MYBPC3/TTC21B/HRAS/FLNA/CDH1	14
GO:0060411	cardiac septum morphogenesis	7/188	72/18903	7.3473795785432e-06	0.0002841996719453	0.000191837170547748	NOTCH1/FGFR2/MKS1/CHD7/GATA4/SMAD6/BMP7	7
GO:0060512	prostate gland morphogenesis	5/188	28/18903	7.52974770579667e-06	0.000288281769307644	0.000194592620624563	NOTCH1/FGFR2/SOX9/TNC/BMP7	5
GO:0003197	endocardial cushion development	6/188	48/18903	7.74846714920682e-06	0.000293659078220444	0.000198222349399167	NOTCH1/FOXF1/DCHS1/GATA4/SOX9/BMP7	6
